created_at,hour,activation,wh_id,wh,product_id,stock_minunit,basic_unit_count,stock,rr,rr_minunit,avg_price,wh_cont,total_dc_stock,rr_max,base,gap,n_rop,rop,doh
6/14/2022,21,TRUE,3,Abu Rawash,96,2582,48,54,9,391,14,0.05291631,394,12.66666667,2.5,1.5,31.66666667,3.518518519,5.018518519
6/14/2022,21,TRUE,3,Abu Rawash,97,0,48,0,2,82,24,0.05291631,1,3,2.5,1.5,7.5,3.75,5.25
6/14/2022,21,TRUE,3,Abu Rawash,98,119,48,2,3,107,14,0.05291631,186,4,2.5,1.5,10,3.333333333,4.833333333
6/14/2022,21,TRUE,3,Abu Rawash,99,2,1,2,2,2,345,0.05291631,1,2,2.5,1.5,5,2.5,4
6/14/2022,21,FALSE,3,Abu Rawash,100,0,48,0,0,0,8,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,101,0,1,0,0,0,120,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,102,0,1,0,0,0,143,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,103,0,1,0,0,0,163,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,104,0,1,0,0,0,69,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,105,0,6,0,1,0,50,0.05291631,1,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,3,Abu Rawash,106,0,6,0,0,0,42,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,107,85,5,17,2,8,71,0.05291631,390,2,2.5,1.5,5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,109,18,12,2,1,2,58,0.05291631,6,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,3,Abu Rawash,110,0,8,0,0,0,55,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,111,10,1,10,1,1,130,0.05291631,0,3,2.5,1.5,7.5,7.5,9
6/14/2022,21,TRUE,3,Abu Rawash,112,426,72,6,1,34,20,0.05291631,36,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,3,Abu Rawash,113,0,5,0,0,0,46,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,114,0,6,0,0,0,50,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,115,0,6,0,0,0,69,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,116,0,1,0,0,0,75,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,117,0,1,0,0,0,75,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,118,13,1,13,9,9,100,0.05291631,743,18,2.5,1.5,45,5,6.5
6/14/2022,21,TRUE,3,Abu Rawash,119,997,1,997,160,160,58,0.05291631,58341,192,2.5,1.5,480,3,4.5
6/14/2022,21,TRUE,3,Abu Rawash,120,228,1,228,50,50,58,0.05291631,5502,69.33333333,2.5,1.5,173.3333333,3.466666667,4.966666667
6/14/2022,21,TRUE,3,Abu Rawash,121,420,1,420,53,53,58,0.05291631,27774,69.33333333,2.5,1.5,173.3333333,3.270440252,4.770440252
6/14/2022,21,TRUE,3,Abu Rawash,122,29,1,29,22,22,159,0.05291631,836,26.66666667,2.5,1.5,66.66666667,3.03030303,4.53030303
6/14/2022,21,FALSE,3,Abu Rawash,123,0,1,0,0,0,120,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,124,0,1,0,0,0,120,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,126,84,1,84,19,19,127,0.05291631,2704,25,2.5,1.5,62.5,3.289473684,4.789473684
6/14/2022,21,FALSE,3,Abu Rawash,127,0,1,0,0,0,35,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,128,0,1,0,0,0,35,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,129,0,1,0,0,0,49,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,130,56,1,56,36,36,189,0.05291631,1216,45,2.5,1.5,112.5,3.125,4.625
6/14/2022,21,TRUE,3,Abu Rawash,140,308,1,308,39,39,127,0.05291631,4976,58,2.5,1.5,145,3.717948718,5.217948718
6/14/2022,21,TRUE,3,Abu Rawash,141,96,1,96,30,30,100,0.05291631,1048,33,2.5,1.5,82.5,2.75,4.25
6/14/2022,21,TRUE,3,Abu Rawash,142,89,1,89,20,20,100,0.05291631,586,27,2.5,1.5,67.5,3.375,4.875
6/14/2022,21,TRUE,3,Abu Rawash,143,42,1,42,6,6,99,0.05291631,86,11,2.5,1.5,27.5,4.583333333,6.083333333
6/14/2022,21,TRUE,3,Abu Rawash,144,0,1,0,7,7,99,0.05291631,1155,11,2.5,1.5,27.5,3.928571429,5.428571429
6/14/2022,21,TRUE,3,Abu Rawash,145,29,1,29,7,7,99,0.05291631,935,12,2.5,1.5,30,4.285714286,5.785714286
6/14/2022,21,TRUE,3,Abu Rawash,146,42,1,42,13,13,99,0.05291631,1386,24,2.5,1.5,60,4.615384615,6.115384615
6/14/2022,21,TRUE,3,Abu Rawash,147,29,1,29,6,6,120,0.05291631,834,13,2.5,1.5,32.5,5.416666667,6.916666667
6/14/2022,21,TRUE,3,Abu Rawash,148,0,1,0,5,5,120,0.05291631,559,6,2.5,1.5,15,3,4.5
6/14/2022,21,TRUE,3,Abu Rawash,149,12,1,12,4,4,120,0.05291631,753,6,2.5,1.5,15,3.75,5.25
6/14/2022,21,TRUE,3,Abu Rawash,150,4,1,4,2,2,120,0.05291631,297,2,2.5,1.5,5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,151,110,1,110,21,21,178,0.05291631,638,26,2.5,1.5,65,3.095238095,4.595238095
6/14/2022,21,TRUE,3,Abu Rawash,152,0,4,0,1,2,86,0.05291631,46,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,153,24,4,6,1,3,142,0.05291631,39,2,2.5,1.5,5,5,6.5
6/14/2022,21,TRUE,3,Abu Rawash,154,1,1,1,43,43,100,0.05291631,843,62,2.5,1.5,155,3.604651163,5.104651163
6/14/2022,21,TRUE,3,Abu Rawash,155,682,36,19,4,113,11,0.05291631,97,6,2.5,1.5,15,3.75,5.25
6/14/2022,21,FALSE,3,Abu Rawash,156,0,5,0,0,0,71,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,157,0,1,0,0,0,96,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,158,16,6,3,2,10,62,0.05291631,54,3,2.5,1.5,7.5,3.75,5.25
6/14/2022,21,TRUE,3,Abu Rawash,159,246,18,14,2,21,18,0.05291631,20,2,2.5,1.5,5,2.5,4
6/14/2022,21,FALSE,3,Abu Rawash,160,0,16,0,0,0,36,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,161,430,18,24,7,109,17,0.05291631,790,8.666666667,2.5,1.5,21.66666667,3.095238095,4.595238095
6/14/2022,21,FALSE,3,Abu Rawash,162,0,24,0,0,0,6,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,163,0,1,0,0,0,115,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,165,0,1,0,16,16,100,0.05291631,204,31,2.5,1.5,77.5,4.84375,6.34375
6/14/2022,21,TRUE,3,Abu Rawash,166,0,1,0,9,9,100,0.05291631,86,14.66666667,2.5,1.5,36.66666667,4.074074074,5.574074074
6/14/2022,21,TRUE,3,Abu Rawash,167,85,12,7,2,7,69,0.05291631,35,1.333333333,2.5,1.5,3.333333333,1.666666667,3.166666667
6/14/2022,21,TRUE,3,Abu Rawash,168,109,20,5,2,12,47,0.05291631,16,2,2.5,1.5,5,2.5,4
6/14/2022,21,FALSE,3,Abu Rawash,169,0,10,0,1,1,50,0.05291631,0,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,170,96,12,8,2,10,41,0.05291631,2,4,2.5,1.5,10,5,6.5
6/14/2022,21,TRUE,3,Abu Rawash,171,5,1,5,1,1,208,0.05291631,26,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,172,497,1,497,116,116,83,0.05291631,4434,144.6666667,2.5,1.5,361.6666667,3.117816092,4.617816092
6/14/2022,21,TRUE,3,Abu Rawash,175,150,1,150,48,48,83,0.05291631,5,58,2.5,1.5,145,3.020833333,4.520833333
6/14/2022,21,TRUE,3,Abu Rawash,176,0,1,0,47,47,83,0.05291631,12,68.66666667,2.5,1.5,171.6666667,3.65248227,5.15248227
6/14/2022,21,TRUE,3,Abu Rawash,177,80,12,7,1,6,40,0.05291631,1,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,3,Abu Rawash,178,0,8,0,0,0,87,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,180,0,48,0,1,29,11,0.05291631,0,2,2.5,1.5,5,5,6.5
6/14/2022,21,FALSE,3,Abu Rawash,181,0,1,0,1,0,12,0.05291631,1,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,3,Abu Rawash,182,63,1,63,30,30,12,0.05291631,3,82,2.5,1.5,205,6.833333333,8.333333333
6/14/2022,21,FALSE,3,Abu Rawash,183,0,36,0,0,0,14,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,184,0,48,0,0,0,9,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,185,0,1,0,0,0,106,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,186,0,24,0,0,0,13,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,187,0,48,0,0,0,8,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,188,0,1,0,0,0,260,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,189,0,1,0,0,0,71,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,190,0,1,0,0,0,29,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,191,7,1,7,3,3,29,0.05291631,98,6,2.5,1.5,15,5,6.5
6/14/2022,21,TRUE,3,Abu Rawash,192,0,48,0,1,0,6,0.05291631,6,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,3,Abu Rawash,193,0,24,0,0,0,14,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,194,0,1,0,0,0,120,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,195,0,1,0,0,0,129,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,196,0,4,0,0,0,18,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,197,25,1,25,9,9,212,0.05291631,477,12,2.5,1.5,30,3.333333333,4.833333333
6/14/2022,21,FALSE,3,Abu Rawash,198,0,1,0,0,0,48,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,199,0,1,0,0,0,46,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,200,0,1,0,0,0,46,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,201,75,10,8,3,24,45,0.05291631,49,4,2.5,1.5,10,3.333333333,4.833333333
6/14/2022,21,TRUE,3,Abu Rawash,202,0,1,0,7,7,144,0.05291631,1,11,2.5,1.5,27.5,3.928571429,5.428571429
6/14/2022,21,TRUE,3,Abu Rawash,203,14,12,1,1,1,87,0.05291631,2,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,204,7,12,1,1,1,87,0.05291631,1,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,205,84,1,84,20,20,121,0.05291631,1035,26,2.5,1.5,65,3.25,4.75
6/14/2022,21,TRUE,3,Abu Rawash,206,49,1,49,14,14,121,0.05291631,531,17,2.5,1.5,42.5,3.035714286,4.535714286
6/14/2022,21,FALSE,3,Abu Rawash,207,0,24,0,0,0,12,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,208,38,24,2,1,1,56,0.05291631,5,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,209,8,6,1,1,0,84,0.05291631,5,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,210,66,24,3,1,4,22,0.05291631,12,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,211,36,1,36,9,9,229,0.05291631,1655,11,2.5,1.5,27.5,3.055555556,4.555555556
6/14/2022,21,TRUE,3,Abu Rawash,213,545,10,54,3,22,41,0.05291631,423,3,2.5,1.5,7.5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,214,83,24,3,2,16,21,0.05291631,22,1.333333333,2.5,1.5,3.333333333,1.666666667,3.166666667
6/14/2022,21,TRUE,3,Abu Rawash,215,47,12,4,1,6,235,0.05291631,53,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,216,28,12,2,1,2,235,0.05291631,14,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,217,57,12,5,1,1,235,0.05291631,56,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,3,Abu Rawash,218,0,6,0,0,0,174,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,219,0,6,0,0,0,116,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,220,34,12,3,1,3,173,0.05291631,23,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,221,18,12,2,1,1,173,0.05291631,8,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,FALSE,3,Abu Rawash,222,0,1,0,0,0,101,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,223,0,1,0,0,0,128,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,224,0,1,0,0,0,157,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,FALSE,3,Abu Rawash,225,0,1,0,0,0,222,0.05291631,0,0,2.5,1.5,0,0,1.5
6/14/2022,21,TRUE,3,Abu Rawash,226,24,1,24,1,1,307,0.05291631,10,1,2.5,1.5,2.5,2.5,4
6/14/2022,21,TRUE,3,Abu Rawash,229,6,1,6,4,4,192,0.05291631,1425,8,2.5,1.5,20,5,6.5
